,R53_S91,R46_S46,R47_S39,R56_S63,R59_S97,R48_S89,R50_S48,R43_S31,R49_S55,R58_S56,R42_S101,R52_S52,R44_S47,R41_S87,R57_S80,R45_S62,R51_S35,R60_S73,R55_S33,R54_S88
MEG_2680|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,2,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,2
MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR,0,2,0,1,0,0,0,6,0,0,8,2,0,2,6,0,0,0,2,0
MEG_3192|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2,0,0,0,5,0,0,4,6,0,8,2,2,14,3,0,2,2,8,7
MEG_7418|Drugs|Glycopeptides|VanB-type_resistance_protein|VANHB,0,0,2,0,0,0,0,0,4,0,2,0,0,0,4,0,0,2,0,0
MEG_1996|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2134|Drugs|betalactams|Class_C_betalactamases|CSA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0
MEG_7482|Drugs|Glycopeptides|VanL-type_regulator|VANRI,12,0,0,0,4,0,2,2,0,4,0,2,0,6,2,0,0,0,2,6
MEG_2481|Drugs|betalactams|Class_A_betalactamases|DES,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2
MEG_2462|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCA,0,0,2,0,8,0,0,0,0,0,4,4,0,2,4,2,0,0,0,0
MEG_6608|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MEG_7003|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET50,0,0,0,0,0,0,0,2,6,0,0,0,0,0,2,0,2,0,2,2
MEG_4307|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2
MEG_5885|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MEG_1014|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0,0,0,0,0,0,0,0,0,0,0,2,0,8,6,0,0,2,0,6
MEG_3419|Drugs|betalactams|Class_B_betalactamases|IND,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3391|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,0,0,2,0,3,10,0,10,0,3,0,0,2,1,1,9,5
MEG_2596|Drugs|betalactams|Class_C_betalactamases|DHA,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0
MEG_620|Drugs|betalactams|Class_C_betalactamases|ADC,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4248|Drugs|betalactams|Class_A_betalactamases|OKP,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MEG_5008|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_7296|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|TTGR,0,0,0,0,2,0,0,0,0,0,8,2,0,0,2,0,0,0,0,2
MEG_7384|Drugs|Glycopeptides|VanD-type_resistance_protein|VAND,0,2,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0
MEG_1671|Drugs|betalactams|Class_B_betalactamases|CFIA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_1717|Metals|Chromium_resistance|Chromium_resistance_protein|CHRR,8,0,0,0,2,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0
MEG_4297|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|OPRJ,0,0,0,0,2,0,0,2,2,0,0,0,2,2,6,0,0,0,0,8
MEG_4640|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_763|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,1,2
MEG_4933|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,2,0,0,0,6
MEG_1067|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,6,0,2,0,0,0,2,0,0,0,2,0,6,0,0,2,0,0,0,6
MEG_5109|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0
MEG_5954|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MEG_721|Drugs|betalactams|Class_B_betalactamases|ALI,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0
MEG_3711|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,2,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2
MEG_4758|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_3442|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|KAMB,0,0,0,0,0,0,0,2,0,0,4,0,2,0,2,0,2,2,0,2
MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,59,0,2,2,64,23,0,1,0,14,6,12,0,16,40,9,0,6,6,9
MEG_6273|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MEG_967|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MEG_7173|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,7,2,2,0,7,0,0,2,0,0,7,4,0,2,1,4,0,0,4,2
MEG_7827|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YFED,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2
MEG_4189|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6065|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTB,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0
MEG_2497|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MEG_4997|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_7693|Drugs|MLS|Streptogramin_B_ester_bond_cleavage|VGBB,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3198|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2,0,0,0,6,0,2,2,0,4,0,0,2,3,10,4,0,7,2,6
MEG_4026|Drugs|MLS|Macrolide_phosphotransferases|MPH,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,2,0,6
MEG_4135|Drugs|betalactams|Class_B_betalactamases|NDM,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_7519|Drugs|Glycopeptides|VanM-type_regulator|VANSM,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
MEG_4850|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2
MEG_1404|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,2,2,2,0,2,0,0,2,0,0,0,0,0
MEG_4102|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXC,6,0,7,2,10,10,2,5,2,2,34,2,21,19,16,8,2,4,7,24
MEG_5754|Drugs|betalactams|Class_A_betalactamases|PENI,0,0,0,0,2,0,0,0,0,0,2,0,2,2,2,0,2,0,0,6
MEG_6977|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET35,0,0,0,0,4,0,0,0,0,0,0,0,0,2,6,0,0,0,0,2
MEG_7068|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
MEG_4675|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEG_7121|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,8,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,2,0,0
MEG_3577|Drugs|betalactams|Class_A_betalactamases|LEN,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,2
MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX,0,5,1,3,29,0,0,0,0,0,5,5,1,11,18,0,2,5,3,27
MEG_2728|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,0,0,2,0,4,0,0,2,0,0,2,0,0,2,2,0,0,0,0,2
MEG_6572|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SSME,2,0,2,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2
MEG_6559|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|SRPA,0,0,2,0,0,0,0,2,0,2,2,0,0,4,2,0,0,0,0,0
MEG_2556|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
MEG_6548|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|SOXR|RequiresSNPConfirmation,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MEG_21|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
MEG_3906|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXC,0,0,0,0,2,0,0,0,0,0,2,0,0,2,4,0,0,2,0,0
MEG_3233|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,2,0,2,0,1,0,3,0,0,0,4,0
MEG_4124|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_pumps|NCRC,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6
MEG_290|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
MEG_6042|Drugs|betalactams|Class_A_betalactamases|RAHN,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
MEG_438|Drugs|betalactams|Class_C_betalactamases|ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MEG_3745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,0,4,0,0,6,2,0,0,0,0,0,4,2,2,0,0,0,0,2,2
MEG_7689|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGAD,0,0,0,0,2,2,0,0,0,2,2,0,2,10,4,0,0,2,0,4
MEG_7374|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,11,0,0,0,4,7,0,2,0,4,0,0,0,0,0,0,0,0,0,2
MEG_7534|Drugs|Glycopeptides|VanN-type_resistance_protein|VANTN,0,0,0,0,2,0,0,0,0,0,0,0,2,2,4,0,0,2,2,4
MEG_393|Drugs|betalactams|Class_C_betalactamases|ACC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MEG_945|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,1
MEG_2994|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
MEG_994|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,43,0,2,0,48,6,0,4,0,4,3,5,0,0,0,5,0,2,6,0
MEG_500|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTP,1,0,4,2,8,0,0,2,5,0,19,0,10,8,2,0,0,7,2,13
MEG_3760|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,3,0,0,0,1,2,0,0,0,6,2,0,6,0,0,0,0,0,0,0
MEG_1564|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5046|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MEG_1581|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,2,2,6
MEG_7591|Drugs|Glycopeptides|VanN-type_resistance_protein|VANXYN,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0
MEG_7395|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
MEG_1352|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0
MEG_6975|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33,0,0,0,0,1,0,0,0,7,0,2,0,3,0,0,0,0,0,0,0
MEG_6016|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRE,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0
MEG_6664|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7323|Metals|Tungsten_Resistance|Tungsten_ABC_efflux_pumps|TUPA,0,0,0,0,0,2,0,0,0,0,6,0,0,2,2,0,0,0,0,4
MEG_5062|Drugs|betalactams|Class_D_betalactamases|OXA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1534|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0
MEG_5224|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1120|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|ARMA,0,0,0,0,12,2,0,0,0,0,0,0,0,6,4,0,0,4,0,4
MEG_649|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5429|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_5586|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_3697|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MEG_3719|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_1575|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0
MEG_4080|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MTRC,0,0,0,0,0,2,0,2,0,0,2,2,0,0,2,2,0,0,2,2
MEG_3593|Drugs|MLS|23S_rRNA_methyltransferases|LLMA,0,0,0,1,6,1,0,0,0,1,6,0,0,3,3,2,1,0,2,3
MEG_1684|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRB,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,2,0
MEG_1629|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,2,0,0,0,0,0,4,0,0,2,0,4,0,0,0,2
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,106,0,0,0,21,40,4,6,2,101,10,0,2,6,18,4,2,4,5,8
MEG_5809|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|POXT,10,0,0,0,8,2,0,4,4,4,10,2,2,14,20,4,0,18,4,16
MEG_3241|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,10,6,0,0,19,12,4,6,8,5,31,3,6,20,17,2,2,13,0,17
MEG_2074|Metals|Copper_resistance|Copper_resistance_regulator|COPR,0,0,0,0,4,0,0,6,2,0,0,0,4,0,2,0,0,0,0,0
MEG_973|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MEG_6173|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEB,2,4,4,0,25,4,4,8,6,6,29,6,18,19,12,2,3,9,7,35
MEG_1623|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0
MEG_3127|Drugs|betalactams|Class_A_betalactamases|GES,2,0,0,0,6,0,0,4,2,0,4,2,0,4,4,0,0,4,0,2
MEG_6178|Drugs|betalactams|Class_A_betalactamases|SED,0,0,0,0,8,0,0,0,0,0,8,0,0,0,2,0,0,0,2,0
MEG_6067|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTD,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_127|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1484|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADA,0,0,0,2,6,4,0,0,0,2,2,0,4,4,6,0,0,2,2,0
MEG_3132|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESA,2,0,0,0,0,0,0,0,2,0,6,0,0,2,6,0,0,0,0,6
MEG_5391|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,2,2,4,2,3,2,0,0,1,0,0,2,2,0,0,0,0,3
MEG_4377|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|OSCA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,2,1,0,31,2,0,0,0,4,2,9,0,2,6,15,0,0,3,31
MEG_1719|Drugs|betalactams|Class_A_betalactamases|CIA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MEG_3909|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXE,4,0,4,0,2,0,0,8,0,0,8,4,8,16,8,0,2,2,0,2
MEG_7544|Drugs|Glycopeptides|VanG-type_accessory_protein|VANWG,4,0,0,0,2,0,0,2,0,2,2,0,0,0,4,0,0,2,0,0
MEG_1755|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_7125|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_7460|Drugs|Glycopeptides|VanB-type_regulator|VANRB,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
MEG_623|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,2,0,0,0,0,4,0,0,2,2,0,0,0,0,2,0
MEG_7511|Drugs|Glycopeptides|VanE-type_regulator|VANSE,0,0,0,0,0,0,0,0,2,0,4,0,0,4,6,0,0,2,4,0
MEG_7014|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,4,0,2,0,7,2,2,2,0,0,6,2,0,2,23,0,0,0,2,0
MEG_3451|Drugs|betalactams|Class_B_betalactamases|KHM,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,2,0
MEG_5802|Multi-compound|Drug_and_metal_resistance|Drug_and_metal_MFS_efflux_pumps|PMRG,0,0,2,0,0,0,0,0,0,0,0,0,2,4,2,0,0,6,0,0
MEG_516|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_1047|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,2,2,0,4,0,0,0,0,0,4,2,0,2,2,0,0,8,2,2
MEG_3790|Drugs|betalactams|Penicillin_binding_protein|MECA,2,0,0,0,2,0,0,0,0,0,2,0,0,0,4,0,0,2,0,4
MEG_42|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0
MEG_257|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_3677|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MEG_2105|Drugs|betalactams|Class_B_betalactamases|CPHA,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0
MEG_66|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,2,0,0,0,0,2,0,0,0,0,6,2,4,6,6,0,0,0,0,4
MEG_2259|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MEG_322|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0
MEG_3549|Drugs|betalactams|Class_A_betalactamases|LEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_5269|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,2,0,0,2,0,0,0,0,2,2,4,0,0,0,0,2
MEG_3901|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB,0,2,2,2,11,0,0,28,13,0,43,4,17,20,16,4,1,4,10,11
MEG_3603|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,1,0,0,0,2,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0
MEG_2960|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,2,4,0,0,0,0,4,0,0,0,2,4,0,6,0,0,0,2,2
MEG_7107|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
MEG_2138|Drugs|betalactams|Class_A_betalactamases|CSP,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2,2,8
MEG_4592|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,2
MEG_7537|Drugs|Glycopeptides|VanA-type_accessory_protein|VANWA,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
MEG_7118|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0
MEG_7588|Drugs|Glycopeptides|VanG-type_resistance_protein|VANXYG,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1037|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,2,0,0,0,0,0,0,2,0,8,0,6,0,0,2,0,4
MEG_712|Metals|Arsenic_resistance|Arsenite_oxidase|AIOA,0,0,0,0,0,2,0,0,2,0,4,0,0,2,4,0,0,2,0,4
MEG_3028|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSX,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,3283,134,357,148,2159,563,49,1954,2644,1081,6609,430,1401,1780,2079,222,436,427,2158,1897
MEG_2264|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6091|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,18,1,3,3,36,8,3,45,19,4,129,13,58,44,62,5,5,18,31,67
MEG_5584|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_5414|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRT,0,0,0,0,2,0,0,0,0,0,6,0,2,4,6,0,0,4,2,2
MEG_7625|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATD,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2
MEG_3140|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,1,0,0,0,2,4,0,0,0,3,0,0,0,0,2,0,0,2,0,0
MEG_6576|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,8,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0
MEG_5454|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
MEG_488|Drugs|betalactams|Class_C_betalactamases|ACT,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0
