,R17_S93,R8_S68,R2_S27,R6_S77,R3_S71,R12_S41,R15_S82,R4_S49,R13_S100,R20_S81,R1_S70,R14_S75,R19_S30,R11_S98,R5_S95,R10_S65,R18_S94,R16_S92,R9_S53,R7_S72
MEG_4062|Drugs|betalactams|Class_B_betalactamases|MSI,0,0,4,2,0,0,2,0,2,8,4,1,0,4,0,0,2,4,0,0
MEG_1933|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MEG_378|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_6956|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0
MEG_990|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,2,0,0,10,0,0,2,0,12,8,0,0,0,4,4,0,6,14,2,0
MEG_4128|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRYN,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MEG_2052|Metals|Copper_resistance|Copper_resistance_protein|COPD,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
MEG_6530|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|SMET,6,0,0,0,2,0,2,2,4,3,2,2,4,0,2,0,4,4,0,2
MEG_6354|Drugs|betalactams|Class_A_betalactamases|SHV,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,23,0,9,24,4,0,65,0,32,6,5,0,2,8,106,18,11,48,4,0
MEG_2059|Metals|Copper_resistance|Copper_resistance_protein|COPG,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,1,0
MEG_7020|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
MEG_859|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_2922|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,0,23,0,0,0,0,32,0,865,0,0,0,10,0,0,0,0,0,0
MEG_5061|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
MEG_7423|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,0,0,0,0,0,0,0,0,0,8,2,0,2,0,0,0,2,0,0,2
MEG_7273|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIB,2,2,0,4,0,0,4,2,2,8,12,14,0,2,4,0,2,8,4,0
MEG_2921|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,0,26,0,0,0,0,17,0,835,0,0,0,8,0,2,0,0,0,0
MEG_3410|Drugs|betalactams|Class_B_betalactamases|IND,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_7846|Metals|Zinc_resistance|Zinc_resistance_protein|ZEVB,0,0,0,4,0,0,4,0,0,12,0,0,0,0,2,0,0,6,0,0
MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,0,0,0,1,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_2485|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MEG_941|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,2,3,0,0,0,7,0,38,0,0,0,2,0,0,2,0,0,2
MEG_265|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0
MEG_732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRB,8,0,0,4,10,0,3,4,4,35,4,79,2,10,4,0,7,4,0,4
MEG_4024|Drugs|betalactams|Class_C_betalactamases|MOX,0,2,0,0,2,0,0,0,2,2,0,0,0,2,2,0,2,2,0,0
MEG_2643|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0
MEG_6565|Drugs|betalactams|Class_C_betalactamases|SRT,0,2,0,2,0,0,2,2,2,6,0,0,0,2,0,0,2,0,0,0
MEG_7790|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEG,2,0,0,0,2,0,0,0,2,6,0,0,0,4,0,0,2,2,0,0
MEG_403|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRC,0,2,0,4,4,0,2,2,6,10,0,8,2,2,4,0,2,0,0,0
MEG_4757|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,2,0,0,0,0
MEG_3345|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_1788|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0
MEG_4079|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MTRC,0,0,2,2,0,0,0,0,0,2,2,2,0,2,0,0,2,0,2,0
MEG_7308|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,4,5,0,22,0,0,24,3,14,207,7,7,6,62,16,3,4,20,5,5
MEG_60|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_869|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0
MEG_6138|Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation,82,19,21,245,8,2,122,24,191,476,49,20,19,147,101,24,87,248,29,19
MEG_4401|Drugs|betalactams|Class_D_betalactamases|OXA,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
MEG_4700|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_951|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,1,2,0,0,1,4,4,16,0,0,0,11,0,0,0,2,1,1
MEG_767|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,2,1,0,0,0,1,0,9,0,0,0,3,0,0,0,0,0,0
MEG_714|Metals|Arsenic_resistance|Arsenite_oxidase|AIOE,2,0,0,0,0,0,2,0,4,2,4,0,0,2,0,2,2,0,0,0
MEG_7338|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA,0,0,2,0,0,0,2,0,2,4,2,0,0,0,0,0,0,0,0,0
MEG_316|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,2,1,4,0,0,0,0,0,14,0,0,0,2,2,2,4,0,0,2
MEG_2976|Drugs|betalactams|Class_A_betalactamases|FONA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_7779|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3372|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
MEG_2334|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MEG_3548|Drugs|betalactams|Class_A_betalactamases|LEN,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3214|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,4,5,2,31,4,0,4,0,16,62,8,3,4,33,6,4,2,36,6,5
MEG_6521|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,4,2,0,8,2,0,3,11,6,15,3,11,0,6,10,6,0,16,2,6
MEG_7444|Drugs|Glycopeptides|VanL-type_resistance_protein|VANL,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0
MEG_2816|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0
MEG_6037|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_5849|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACJ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
MEG_2622|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_5289|Drugs|betalactams|Class_A_betalactamases|OXY,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0
MEG_6605|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_2561|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_4050|Drugs|MLS|Macrolide_phosphotransferases|MPHM,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
MEG_3588|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,2,0,0,0,0,0,2,0,0,4,0,0,0,0,2,2,2,0,0,0
MEG_1468|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|BLTR,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0
MEG_1546|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,4,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,1
MEG_1219|Drugs|betalactams|Class_A_betalactamases|BEL,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,2,0,0
MEG_623|Drugs|betalactams|Class_C_betalactamases|ADC,0,4,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2786|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,2,0,1,6,0,0,4,1,4,111,0,2,0,2,1,2,2,2,0,0
MEG_6652|Metals|Copper_resistance|Copper_resistance_protein|TCRB,0,0,6,38,0,0,0,0,200,30,6,0,4,15,2,2,0,132,7,0
MEG_7826|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YFED,0,0,0,0,0,0,6,0,0,2,0,0,0,2,0,0,0,0,0,0
MEG_5212|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,2,0,4,0,4,0,2,0,0,0,0
MEG_3438|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLS,0,0,2,0,2,0,6,0,0,4,0,6,0,2,0,0,2,4,0,0
MEG_2685|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0
MEG_2980|Drugs|betalactams|Class_A_betalactamases|FONA,0,0,2,0,0,0,0,0,4,6,0,0,0,0,0,0,0,2,0,0
MEG_1033|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,2,0,0
MEG_1228|Drugs|betalactams|Class_A_betalactamases|BES,0,0,0,0,0,0,2,0,2,0,0,4,0,4,4,6,0,4,0,0
MEG_498|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTA,0,0,0,2,0,0,2,0,0,6,0,0,0,0,2,0,0,0,0,0
MEG_5370|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,2,0,0,4,4,0,10,0,21,6,6,0,0,8,16,4,5,35,2,0
MEG_2751|Drugs|MLS|Macrolide_esterases|EREA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_2461|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCA,2,2,2,0,4,0,0,0,2,8,2,14,0,0,2,0,4,4,2,0
MEG_2356|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_6558|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SRMB,21,3,5,14,5,2,31,6,29,41,10,34,2,24,79,16,15,48,7,6
MEG_7161|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,20,0,5,0,0,0,52,0,10,0,3,2,0,0,49,17,6,4,1,0
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES,12,12,12,34,27,2,39,24,29,143,9,57,0,63,65,10,29,53,5,16
MEG_4298|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|OPRJ,2,6,0,0,0,0,0,4,2,7,2,8,0,0,6,0,0,4,2,0
MEG_3607|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,2,2,0,0
MEG_1256|Drugs|betalactams|Class_B_betalactamases|BLAB,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0
MEG_516|Drugs|betalactams|Class_C_betalactamases|ADC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1449|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4328|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5831|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,2
MEG_5931|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MEG_590|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
MEG_685|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEH,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,4,0,2
MEG_4740|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0
MEG_979|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,0,0,3,0,0,0,1,0,1,21,0,0,0,2,3,0,0,1,2,0
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,12,0,6,0,0,0,3,7,0,65,0,0,0,0,20,0,0,3,0,0
MEG_5256|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
MEG_1368|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_7573|Drugs|Glycopeptides|VanO-type_resistance_protein|VANXO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_4355|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_626|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,2,0,0
MEG_2614|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|DHAP,2,0,0,0,0,0,0,0,0,4,0,0,0,2,4,0,0,2,0,0
MEG_2918|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,0,28,0,0,0,0,25,0,604,0,0,0,3,2,0,0,2,0,0
MEG_7814|Metals|Copper_resistance|Copper_resistance_protein|YCNJ,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,4,2,0
MEG_6371|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_632|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0
MEG_344|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
MEG_1230|Metals|Iron_resistance|Iron_resistance_protein|BFRA,0,4,0,0,0,0,2,0,0,6,0,0,0,0,4,0,0,2,2,0
MEG_372|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,5,0,0,0,4,0,8,0,10,3,1,0,0,0,24,2,5,3,4,0
MEG_3616|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0
MEG_171|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
MEG_1332|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_280|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,2,0,0,2,0,2,2,2,6,0,0,0,0,0,0,2,0,0
MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,0,0,1,4,0,0,0,0,26,0,0,0,0,1,0,0,0,22,0,0
MEG_5180|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_7065|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MEG_6096|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,68,25,21,49,15,6,91,39,98,331,37,236,15,69,105,17,76,167,26,29
MEG_7480|Drugs|Glycopeptides|VanE-type_regulator|VANRE,2,0,0,2,0,0,12,0,0,12,0,0,2,4,0,2,2,2,0,0
MEG_3855|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0
MEG_1048|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,2,0,0,6,0,0,0,0,0,0,6,6,0,0,8,0,0
MEG_1114|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,4,0,0
MEG_7048|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_67|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
MEG_1538|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_912|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,4,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
MEG_2956|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,2,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0
MEG_7542|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
MEG_7635|Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|VCAM,0,0,0,2,0,0,2,2,6,31,0,2,0,0,0,2,2,12,0,2
MEG_1185|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY,12,2,1,4,3,4,11,8,20,128,6,69,0,27,22,0,8,31,0,8
MEG_2878|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABV,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2,2,1
MEG_1289|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,1,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,2,0,0
MEG_3525|Drugs|betalactams|Class_B_betalactamases|L1,0,0,0,2,0,0,0,0,2,4,0,2,0,0,0,0,2,0,2,0
MEG_966|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
MEG_1425|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0
MEG_4218|Metals|Nickel_resistance|Nickel_RND_efflux_pumps|NRSA,2,0,0,4,0,0,2,2,4,8,0,0,0,0,2,0,4,6,0,0
MEG_3139|Drugs|MLS|Macrolide_glycosyltransferases|GIMA,0,2,4,2,0,2,12,2,2,12,4,10,0,2,6,2,0,2,0,0
MEG_6160|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,0,0,0,0,0,0,1,6,0,0,0,5,1,0,0,0,0,0
MEG_3710|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
MEG_5428|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0
MEG_348|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,2,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0
MEG_6575|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,0,1,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0
MEG_3026|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0
MEG_5109|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MEG_93|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
MEG_7671|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXD,0,4,1,4,0,0,2,0,0,121,0,5,0,14,4,0,0,12,2,3
MEG_5318|Drugs|betalactams|Class_A_betalactamases|OXY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_1315|Drugs|betalactams|Class_A_betalactamases|BLASME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MEG_3384|Drugs|betalactams|Class_B_betalactamases|IMP,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0
MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,32,0,16,11,7,0,23,0,52,123,10,0,5,11,81,36,41,64,13,0
MEG_3867|Metals|Mercury_resistance|Mercury_resistance_protein|MERE,2,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0
MEG_7331|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0
MEG_2925|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,0,54,0,0,0,0,32,0,733,0,0,0,6,2,0,0,0,0,0
MEG_160|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MEG_6514|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITB,0,3,0,2,0,0,2,0,4,22,2,2,0,1,8,0,0,5,2,1
MEG_6172|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEA,0,0,0,2,0,0,2,0,6,6,0,0,2,2,0,0,2,2,0,0
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,2,2,3,5,0,0,2,3,0,17,0,3,2,23,0,0,3,4,0,2
MEG_2583|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,1,2,2,0,0,0,0,0,0,3,0,0,0,1,0,2,2,0,2,0
MEG_3987|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,199,78,70,333,98,18,371,96,631,943,206,178,72,384,378,103,399,806,155,61
MEG_3195|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,4,0,0,8,6,0,2,2,13,7,0,2,0,2,9,8,7,9,3,3
MEG_7168|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,16,0,2,0,0,0,39,0,3,0,0,2,0,0,36,14,3,16,0,0
MEG_4333|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MEG_2478|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZNC,2,0,0,2,0,0,4,0,12,16,4,4,0,4,2,0,0,0,2,2
MEG_1610|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4,2,0,0
MEG_3334|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
